text,url,n,earlier_date,is_story
Republicans gain ground despite being out of power...,https://www.msn.com/en-us/news/newspolitics/conservatives-on-the-march-gop-gains-ground-despite-democratic-control/ar-AAYSIni,4,2022-06-27,True
Republicans gain ground despite being out of power...,https://www.msn.com/en-us/news/newspolitics/conservatives-on-the-march-gop-gains-ground-despite-democratic-control/ar-AAYSIni?ocid=uxbndlbing,1,2022-06-27,True
Republicans have long feuded with mainstream media. Now many shutting them out...,https://www.npr.org/2022/08/07/1115949410/republicans-have-long-feuded-with-the-mainstream-media-now-many-are-shutting-the,3,2022-08-08,True
Republicans have long feuded with media. Now shutting them out...,https://www.npr.org/2022/08/07/1115949410/republicans-have-long-feuded-with-the-mainstream-media-now-many-are-shutting-the,1,2022-08-09,True
Republicans plot Fauci probe after midterms...,https://thehill.com/policy/healthcare/3571232-gop-plots-fauci-probe-after-midterms/,1,2022-07-25,True
Republicans plot Fauci probe...,https://thehill.com/policy/healthcare/3571232-gop-plots-fauci-probe-after-midterms/,3,2022-07-25,True
Republicans ponder national abortion restrictions if majority...,https://komonews.com/news/nation-world/republicans-ponder-national-abortion-restrictions-if-they-regain-majority-in-midterms,4,2022-07-09,True
Republicans quieter as details emerge...,https://dnyuz.com/2022/08/26/republicans-once-outraged-by-the-mar-a-lago-search-become-quieter-as-details-emerge/,1,2022-08-29,True
Republicans rally around...,https://apnews.com/article/gop-rallies-around-donald-trump-a0f20a219b1090fd02f529acf744f246,3,2022-08-10,True
Republicans rue price of fame as celeb candidates struggle...,https://www.theguardian.com/us-news/2022/aug/16/mehmet-oz-herschel-walker-jd-vance-republican-senate,2,2022-08-16,True
Republicans scramble as 'red wave' hits obstacles...,https://thehill.com/homenews/campaign/3596119-gop-scrambles-to-unify-as-red-wave-hits-obstacles/,3,2022-08-11,True
Republicans stay mum as Senate pushes toward same-sex marriage vote...,https://www.msn.com/en-us/news/politics/republicans-stay-mum-as-senate-pushes-toward-same-sex-marriage-vote/ar-AA100lvW,1,2022-07-27,True
Republicans temper expectations for majority...,https://thehill.com/homenews/campaign/3593305-gop-tempers-expectations-for-senate-majority/,3,2022-08-09,True
Republicans thank Pence for 'courage'...,https://www.mediaite.com/politics/gop-rep-chip-roy-hails-pence-for-defying-trump-on-jan-6-thank-you-ill-shout-it-from-mar-a-lago-to-bedminster/,1,2022-07-21,True
"Republicans vow revenge on FBI, Garland...",https://www.dailymail.co.uk/news/article-11093665/Republicans-vow-revenge-FBI-response-rogue-behavior-raids-Trumps-Mar-Lago.html,3,2022-08-09,True
Republicans warm to far-right gubernatorial nominee in PA...,https://apnews.com/article/2022-midterm-elections-abortion-campaigns-presidential-election-2020-b261a2e8a1689f13c3c4ab756423da95,2,2022-07-26,True
Republicans' Worst-Case Scenario...,https://www.newsweek.com/republican-midterms-november-house-senate-donald-trump-1723010,2,2022-07-10,True
"Republicans, once outraged, become quieter as details emerge...",https://dnyuz.com/2022/08/26/republicans-once-outraged-by-the-mar-a-lago-search-become-quieter-as-details-emerge/,6,2022-08-27,True
Researchers Investigating Gigantic Energy 'Jets' That Shoot Up to Space...,https://www.vice.com/en/article/qjkvdm/scientists-are-investigating-gigantic-energy-jets-that-shoot-up-to-space,2,2022-08-09,True
Researchers can test Party loyalty with facial scans...,https://www.rfa.org/english/news/china/polygraph-loyalty-07042022131133.html,2,2022-07-09,True
Researchers claim AI capable of reading minds...,https://www.news.com.au/world/asia/chinese-researchers-claim-they-have-built-and-tested-artificial-intelligence-capable-of-reading-minds/news-story/ea682cb41e9a55c7bd892fd9bcc9d326,5,2022-07-04,True
Researchers discover sprawling pro-U.S. social media influence campaign...,https://www.nbcnews.com/tech/misinformation/researchers-discover-sprawling-us-social-media-influence-campaign-rcna44595,1,2022-08-24,True
Researchers identify symptoms associated with increased risk for long Covid...,https://news.yahoo.com/scientists-identify-symptoms-associated-increased-144524070.html,4,2022-07-21,True
Residents warned water supply could run out...,https://www.dailymail.co.uk/news/article-10918157/Floods-leave-Yellowstone-landscape-dramatically-changed.html,1,2022-06-16,True
Respected snake researcher dies from rattlesnake bite...,https://apnews.com/article/science-mountains-virginia-obituaries-23be2c4051e18c447f1ed2a228e4aa09,4,2022-08-13,True
Restaurant Meals Relative Bargain as Grocery Prices Soar...,https://www.wsj.com/articles/restaurant-meals-become-a-relative-bargain-as-grocery-prices-soar-11660561200,2,2022-08-15,True
Restaurants Face Extortion Threat: Bad Rating on GOOGLE...,https://dnyuz.com/2022/07/11/restaurants-face-an-extortion-threat-a-bad-rating-on-google/,2,2022-07-12,True
"Restaurants, Bars and Hotels STILL Don't Have Enough People...",https://www.wsj.com/articles/restaurants-bars-and-hotels-keep-hiring-and-say-they-still-dont-have-enough-people-11659734572,1,2022-08-06,True
"Restaurants, Bars, Hotels STILL Don't Have Enough Workers...",https://www.wsj.com/articles/restaurants-bars-and-hotels-keep-hiring-and-say-they-still-dont-have-enough-people-11659734572,5,2022-08-06,True
Restrictions hit millions in London...,https://www.cnbc.com/2022/08/17/london-to-face-water-restrictions-from-next-week-thames-water-says-.html,3,2022-08-18,True
Retail Sales Hit...,https://www.wsj.com/articles/us-economy-retail-sales-may-2022-11655238895,1,2022-06-15,True
Retail's 'Dark Side': Inventory Piles Up...,https://dnyuz.com/2022/07/30/retails-dark-side-as-inventory-piles-up-liquidation-warehouses-are-busy/,5,2022-07-30,True
Return of 'rasputitsa'...,https://news.yahoo.com/the-return-of-rasputitsa-and-what-it-means-for-russias-war-in-ukraine-183138153.html,2,2022-08-17,True
Return to Office Triggers Anxiety Attacks -- for Dogs Left Alone at Home...,https://www.wsj.com/articles/return-to-office-dogs-pets-home-anxiety-11655129289,1,2022-06-13,True
Return-to-Office Deadline After Labor Day Sets Up Showdowns...,https://www.msn.com/en-us/news/technology/return-to-office-deadline-after-labor-day-sets-up-showdowns/ar-AA10Mkd0,4,2022-08-18,True
Returning to DC...,https://www.axios.com/2022/07/14/trump-returns-washington-america-first ,3,2022-07-14,True
Reveals Rare Details About Ties With Crown Prince...,https://www.wsj.com/articles/jared-kushner-reveals-rare-details-about-ties-with-saudi-crown-prince-11659003014,2,2022-07-28,True
Reveals Rare Details About Ties With Saudi Crown Prince...,https://www.wsj.com/articles/jared-kushner-reveals-rare-details-about-ties-with-saudi-crown-prince-11659003014,1,2022-07-28,True
Revenge for Soleimani?,https://www.the-sun.com/news/5992705/iranian-mp-salman-rushdies-stabbing-direct-work/,2,2022-08-14,True
Revenge for killing Soleimani?,https://www.the-sun.com/news/5992705/iranian-mp-salman-rushdies-stabbing-direct-work/,3,2022-08-13,True
Revolutionary brain-computer interface offers hope to paralyzed...,https://thehill.com/changing-america/well-being/medical-advances/3571018-revolutionary-brain-computer-interface-offers-hope-to-paralyzed-patients/,5,2022-07-24,True
Revolving door creates questions and complications for Kamala...,https://thehill.com/homenews/administration/3572304-revolving-door-creates-questions-and-complications-for-kamala-harris/,4,2022-07-25,True
"Rich eating more at APPLEBEE'S, IHOP...",https://www.cnn.com/2022/08/09/business-food/ihop-applebees-earnings/index.html,2,2022-08-09,True
Richest man had very bad week...,https://www.cnbc.com/2022/06/17/elon-musk-had-a-bad-week-at-tesla-spacex-and-twitter.html,14,2022-06-18,True
Rick Scott vacations in Italy amid bleak midterm outlook...,https://www.axios.com/2022/08/23/rick-scott-senate-republicans-vacation-italy,2,2022-08-23,True
"Ricky Martin Bombshell Lawsuit: Ex-Manager Claims Singer Drug Addled, Toxic...",https://deadline.com/2022/06/ricky-martin-lawsuit-commissions-toxic-workplace-allegations-rebecca-drucker-1235054478/,5,2022-06-30,True
Ricky Martin Reportedly Facing 50 Years In Prison...,https://www.tmz.com/2022/07/15/ricky-martin-alleged-domestic-violence-victim-nephew-incest-facing-50-years-prison/,1,2022-07-16,True
Ricky Martin hit with domestic abuse restraining order...,https://nypost.com/2022/07/03/ricky-martin-says-domestic-abuse-allegations-fabricated/,1,2022-07-03,True
Ricky Martin to testify against nephew in 'incest' sex case...,https://nypost.com/2022/07/20/ricky-martin-to-testify-against-nephew-in-incest-sex-crime-case/,1,2022-07-21,True
Right Wingers Accost Crenshaw at TX Republican Convention: 'Eyepatch McCain'...,https://www.mediaite.com/online/breaking-dan-crenshaw-staff-physically-assaulted-by-right-wing-attackers-shouting-eyepatch-mccain-at-tx-gop/,5,2022-06-19,True
Rio Grande runs dry in Albuquerque first time in 40 years...,https://www.msn.com/en-us/news/us/rio-grande-runs-dry-in-albuquerque-for-the-first-time-in-40-years/ar-AAZSFiK,5,2022-07-23,True
Riot provocateur describes life as victim of conspiracy...,https://dnyuz.com/2022/07/13/its-just-been-hell-life-as-the-victim-of-a-jan-6-conspiracy-theory/,2,2022-07-14,True
Riots if prosecuted?,https://www.mediaite.com/trump/trump-promotes-lindsey-graham-warning-there-will-be-riots-if-the-former-president-is-arrested/,3,2022-08-29,True
Rise of Sperm Bro: Men Fathering Children and Undercutting Fertility Industry...,https://www.vice.com/en/article/y3ppvw/serial-sperm-donor-industry,3,2022-07-29,True
Rise of monkeypox worries sex workers...,https://ca.movies.yahoo.com/rise-monkeypox-worries-sex-workers-120023515.html,3,2022-08-28,True
Rise of the Far-Right Latina...,https://dnyuz.com/2022/07/06/the-rise-of-the-far-right-latina/,3,2022-07-06,True
Rise of the anti-woke weirdos...,https://spectatorworld.com/topic/rise-anti-woke-weirdos/?usauk4481356=1,3,2022-07-11,False
Rise of youth cage-fighting...,https://www.adn.com/nation-world/2022/06/08/the-rise-of-youth-cage-fighting/,1,2022-06-09,True
Rise worries sex workers...,https://ca.movies.yahoo.com/rise-monkeypox-worries-sex-workers-120023515.html,3,2022-08-29,True
Rise worries sex workers...,https://www.yahoo.com/lifestyle/rise-monkeypox-worries-sex-workers-120023515.html,3,2022-08-26,True
Rising Toll Along Border...,https://www.wsj.com/articles/san-antonio-tractor-trailer-deaths-add-to-rising-border-death-toll-11656502081,5,2022-06-30,True
Rising attacks on Seattle firefighters...,https://komonews.com/news/local/40-attacks-in-four-months-directed-at-seattle-firefighters,2,2022-08-21,True
"Rising food prices mean smaller burgers, pizzas...",https://www.nbcnews.com/business/consumer/restaurants-smaller-portions-higher-food-prices-rcna39180,2,2022-07-24,True
"Rising inequality, inflation and violence...",https://apnews.com/article/politics-ap-top-news-gustavo-petro-colombia-elections-0d60db5f1fb0c03fc413b0fbd6b5add6,2,2022-06-20,True
Risk grows...,https://www.msn.com/en-us/news/us/as-the-ba5-variant-spreads-the-risk-of-coronavirus-reinfection-grows/ar-AAZpFDy,2,2022-07-11,True
Risk of corona reinfection grows...,https://www.msn.com/en-us/news/us/as-the-ba5-variant-spreads-the-risk-of-coronavirus-reinfection-grows/ar-AAZpFDy,1,2022-07-11,True
Risk of coronavirus reinfection grows...,https://www.msn.com/en-us/news/us/as-the-ba5-variant-spreads-the-risk-of-coronavirus-reinfection-grows/ar-AAZpFDy,1,2022-07-10,True
Ritual bath used by elites on eve of Second Temple destruction uncovered...,https://www.jpost.com/archaeology/article-712603,3,2022-07-20,True
Rival to emerge from high-stakes primary...,https://apnews.com/article/abortion-2022-midterm-elections-us-supreme-court-covid-health-c7381cddbff112b8c65873b6a03250cd,2,2022-08-23,True
Rivalry Turns Bitter...,https://finance.yahoo.com/news/truss-sunak-rivalry-turns-bitter-130705005.html,4,2022-07-25,True
"Rivalry between Newsom, DeSantis heats up...",https://www.cnn.com/2022/07/03/politics/gavin-newsom-ron-desantis-ad-2024/index.html,7,2022-07-03,True
"Rivalry between Newsom, DeSantis heats...",https://www.cnn.com/2022/07/03/politics/gavin-newsom-ron-desantis-ad-2024/index.html,1,2022-07-05,True
Rivals Grab 2024 Spotlight...,https://www.nbcnews.com/politics/2022-election/bidens-soft-power-not-enough-stop-rivals-grabbing-2024-spotlight-rcna40365,2,2022-07-29,True
Road rage man arrested for murder of female UBEREATS driver...,https://www.dailymail.co.uk/news/article-10956977/UberEats-driver-60-snapped-photo-killer-shot-dead.html,4,2022-06-27,True
Roads buckling as massive heat dome spreads across USA... ,https://www.dailymail.co.uk/news/article-10937923/At-70-Americans-experience-temperatures-90F-day-summer.html,2,2022-06-22,True
Rob Zombie Makes Love Story in 'MUNSTERS'...,https://www.thewrap.com/the-munsters-trailer-rob-zombie-video-release-date/,2,2022-07-13,True
Robot Arms Replacing Shelf Stockers...,https://finance.yahoo.com/news/robot-arms-replacing-shelf-stockers-000000755.html,2,2022-08-10,True
Robot Dog With RPG Strapped to Back Demoed at Moscow Fair...,https://www.vice.com/en/article/y3pwxg/robot-dog-with-rpg-strapped-to-its-back-demoed-at-russian-arms-fair,2,2022-08-16,True
Robot dog with machine gun hints of dystopian future...,https://cybernews.com/news/robot-dog-with-machine-gun-hints-of-a-dystopian-future/,4,2022-07-21,True
Robot quarterback  future of practice...,https://www.msn.com/en-us/sports/nfl/this-robot-quarterback-could-be-the-future-of-football-practice/ar-AA10PfoC,1,2022-08-20,True
Robot quarterback future of practice...,https://www.msn.com/en-us/sports/nfl/this-robot-quarterback-could-be-the-future-of-football-practice/ar-AA10PfoC,2,2022-08-20,True
"Robots predicted to rule world by 2060?
Humans forced to be servants...",https://www.the-sun.com/tech/5746549/brits-robots-rule-world-2060s/,3,2022-07-11,True
Rock not ready to talk...,https://variety.com/2022/film/news/will-smith-chris-rock-apology-video-oscars-slap-1235329131/,2,2022-07-29,True
Rocker Dave Davies claims alien abduction...,https://www.dailystar.co.uk/showbiz/kinks-star-dave-davies-claims-27438764,3,2022-07-10,True
Rockets shot from Gaza to Israel...,https://www.jpost.com/breaking-news/article-714038,1,2022-08-05,True
Roe's demise marks new phase in state-by-state battle over abortion...,https://www.cbsnews.com/live-updates/supreme-court-roe-v-wade-abortion-rights/,4,2022-06-25,True
"Roman ruins reappear from river in drought-stricken Europe almost 2,000 years later...",https://www.msn.com/en-us/news/world/roman-ruins-reappear-from-river-in-drought-stricken-europe-almost-2000-years-later/ar-AA11b5HC,3,2022-08-28,True
"Roman ruins reappear from river in parched Europe almost 2,000 years later...",https://www.msn.com/en-us/news/world/roman-ruins-reappear-from-river-in-drought-stricken-europe-almost-2000-years-later/ar-AA11b5HC,3,2022-08-29,True
Ron Johnson tried to hand fake elector info to Pence...,https://www.politico.com/news/2022/06/21/jan-6-panel-trump-overturn-2020-election-00040816,2,2022-06-22,True
Ron Johnson tried to hand fake electors to Pence?,https://www.politico.com/news/2022/06/21/jan-6-panel-trump-overturn-2020-election-00040816,1,2022-06-22,True
Ron coming for Don?,http://www.cnn.com/2022/06/15/politics/trump-desantis-2024-fundraising-candidacy/index.html,15,2022-06-17,True
Roving Packs of Robot Dogs Coming to Moon...,https://ca.movies.yahoo.com/roving-packs-robot-dogs-coming-015043456.html,1,2022-06-03,True
Roy Moore seeks to revive suit against Sacha Baron Cohen...,https://apnews.com/article/2022-midterm-elections-johnny-depp-entertainment-sacha-baron-cohen-alabama-2d6a6f0d90446919f32d3b4226ed1464,1,2022-06-11,True
Royal Air Force halts flights as runway melts...,https://nationalpost.com/pmn/news-pmn/disaster-pmn/uk-royal-air-force-halts-flights-at-brize-norton-base-due-to-heatwave,1,2022-07-19,True
RuPaul Book Pulled From Library Shelves After One Parent's Fury...,https://news.yahoo.com/rupaul-book-pulled-library-shelves-214200064.html,1,2022-06-30,True
RuPaul Book Pulled From Library Shelves Over One Parent's Fury!,https://news.yahoo.com/rupaul-book-pulled-library-shelves-214200064.html,5,2022-06-30,True
Rubio's Libertarian Challenger Blasts Him as 'Socialist'...,https://reason.com/2022/08/22/marco-rubios-libertarian-challenger-blasts-the-senator-as-a-socialist/,3,2022-08-22,True
Rudy Giuliani slapped in back at grocery store by employee who called him 'f**king scumbag'...,https://www.dailymail.co.uk/news/article-10955223/Rudy-Giuliani-attacked-slapped-Staten-Island-supermarket-worker-said-whats-scumbag.html,1,2022-06-27,True
"Ruling Highlights Diverging Paths of Roberts, Alito...",https://www.wsj.com/articles/abortion-ruling-highlights-diverging-paths-of-justices-john-roberts-samuel-alito-11656149400,4,2022-06-25,True
